avg_dist,avg_rating_by_driver,avg_rating_of_driver,avg_surge,city,last_trip_date,phone,signup_date,surge_pct,trips_in_first_30_days,ultimate_black_user,weekday_pct,longterm_user
2.55,4.6,4.9,1.11,Winterfell,2014-06-29,iPhone,2014-01-19,12.6,21,True,58.3,1
15.6,5.0,5.0,1.0,Winterfell,2014-01-15,Android,2014-01-15,0.0,1,True,100.0,0
8.21,5.0,4.0,1.0,Astapor,2014-01-31,iPhone,2014-01-20,0.0,2,False,100.0,0
4.97,4.6,4.4,1.08,Winterfell,2014-06-25,Android,2014-01-28,5.6,2,False,61.1,0
22.17,5.0,4.6015592912744685,1.0,King's Landing,2014-06-20,iPhone,2014-01-25,0.0,0,False,100.0,0
7.61,4.7,5.0,1.0,Winterfell,2014-05-14,Android,2014-01-26,0.0,2,False,50.0,0
2.51,5.0,4.3,1.0,Astapor,2014-04-26,iPhone,2014-01-24,0.0,2,True,54.5,0
1.13,5.0,3.0,1.0,Winterfell,2014-05-13,iPhone,2014-01-30,0.0,0,False,100.0,0
7.8,4.0,4.6015592912744685,1.0,Astapor,2014-04-09,Android,2014-01-24,0.0,0,True,100.0,0
4.79,5.0,4.3,1.22,Astapor,2014-06-29,iPhone,2014-01-25,11.1,5,True,44.4,1
2.66,4.8,4.8,1.43,Astapor,2014-06-13,iPhone,2014-01-18,33.3,3,True,27.8,0
14.54,5.0,5.0,1.0,Winterfell,2014-01-29,Android,2014-01-28,0.0,1,False,100.0,0
1.79,5.0,4.5,1.0,Winterfell,2014-01-13,Android,2014-01-11,0.0,3,False,0.0,0
10.76,5.0,4.0,1.0,Astapor,2014-01-26,Android,2014-01-25,0.0,1,True,0.0,0
1.78,5.0,4.6015592912744685,1.0,King's Landing,2014-01-25,iPhone,2014-01-24,0.0,1,False,100.0,0
2.59,5.0,4.0,1.0,King's Landing,2014-06-11,iPhone,2014-01-15,0.0,0,False,100.0,0
9.52,5.0,4.5,1.0,Astapor,2014-05-24,iPhone,2014-01-25,0.0,1,False,25.0,0
3.46,4.8,2.8,1.0,Winterfell,2014-05-10,Android,2014-01-30,0.0,17,False,54.2,0
3.97,4.8,4.8,1.05,King's Landing,2014-06-19,iPhone,2014-01-22,8.7,9,True,82.6,0
14.47,5.0,4.6015592912744685,1.0,Winterfell,2014-01-20,Android,2014-01-20,0.0,1,False,100.0,0
5.27,4.9,4.8,1.37,Astapor,2014-05-31,Android,2014-01-16,31.6,9,True,42.1,0
2.11,4.6,4.8,1.05,King's Landing,2014-06-29,Android,2014-01-26,4.5,5,False,63.6,1
5.2,4.8,4.9,1.12,Winterfell,2014-06-22,Android,2014-01-27,11.8,5,True,47.1,0
12.21,3.0,4.0,1.0,Winterfell,2014-01-31,iPhone,2014-01-30,0.0,1,False,100.0,0
6.91,5.0,4.6015592912744685,1.0,Astapor,2014-06-28,iPhone,2014-01-04,0.0,0,False,100.0,1
3.19,4.7,4.0,1.0,Winterfell,2014-06-29,iPhone,2014-01-10,0.0,4,False,23.1,1
2.21,5.0,5.0,1.08,Winterfell,2014-06-27,iPhone,2014-01-21,33.3,0,False,100.0,1
1.76,5.0,3.0,1.0,Astapor,2014-05-02,iPhone,2014-01-23,0.0,0,False,100.0,0
10.73,4.7,4.6,1.0,Astapor,2014-05-03,iPhone,2014-01-13,0.0,0,False,91.7,0
8.85,5.0,5.0,1.0,Winterfell,2014-01-23,iPhone,2014-01-22,0.0,2,False,100.0,0
6.65,5.0,5.0,1.11,Astapor,2014-06-01,iPhone,2014-01-10,33.3,2,True,33.3,0
4.89,5.0,5.0,1.1,Astapor,2014-07-01,iPhone,2014-01-11,40.0,1,False,40.0,1
1.91,5.0,5.0,1.0,Astapor,2014-01-14,Android,2014-01-13,0.0,2,True,100.0,0
19.18,5.0,5.0,1.0,Winterfell,2014-01-22,iPhone,2014-01-21,0.0,1,True,100.0,0
4.19,5.0,4.0,1.25,Astapor,2014-01-26,Android,2014-01-24,66.7,3,False,0.0,0
1.95,5.0,5.0,1.0,Winterfell,2014-01-26,iPhone,2014-01-18,0.0,2,False,50.0,0
5.7,5.0,3.0,1.0,Winterfell,2014-02-19,Android,2014-01-14,0.0,0,True,100.0,0
1.92,4.4,4.0,1.0,Winterfell,2014-04-08,Android,2014-01-05,0.0,2,False,50.0,0
3.59,4.8,5.0,1.21,Astapor,2014-06-27,iPhone,2014-01-18,21.4,3,True,64.3,1
37.37,5.0,4.6015592912744685,1.0,Winterfell,2014-01-23,iPhone,2014-01-23,0.0,1,False,100.0,0
2.04,4.0,5.0,1.0,Astapor,2014-03-18,iPhone,2014-01-13,0.0,0,False,100.0,0
5.22,5.0,5.0,1.0,Astapor,2014-04-07,iPhone,2014-01-15,0.0,0,True,50.0,0
3.5,5.0,2.5,1.0,Astapor,2014-06-19,iPhone,2014-01-23,0.0,0,False,100.0,0
2.41,5.0,5.0,1.0,Astapor,2014-02-07,iPhone,2014-01-11,0.0,5,True,80.0,0
3.89,5.0,4.8,1.03,King's Landing,2014-06-27,iPhone,2014-01-24,5.1,6,True,69.2,1
3.25,5.0,4.6015592912744685,1.0,Winterfell,2014-03-15,iPhone,2014-01-18,0.0,1,True,0.0,0
6.75,4.8,4.4,1.0,Winterfell,2014-06-28,iPhone,2014-01-31,0.0,3,True,46.7,0
4.29,4.8,4.2,1.0,Winterfell,2014-06-11,iPhone,2014-01-11,0.0,1,False,43.8,1
4.77,4.5,5.0,1.04,King's Landing,2014-04-29,Android,2014-01-05,16.7,0,True,66.7,0
4.93,5.0,5.0,1.0,Astapor,2014-03-22,iPhone,2014-01-31,0.0,3,True,25.0,0
6.94,5.0,5.0,1.0,Winterfell,2014-06-18,iPhone,2014-01-23,0.0,2,True,100.0,0
7.13,5.0,5.0,1.0,Winterfell,2014-01-19,Android,2014-01-19,0.0,2,True,0.0,0
2.66,5.0,4.8,1.09,Astapor,2014-06-27,Android,2014-01-30,17.6,2,True,82.4,0
1.17,4.6,4.2,1.0,Astapor,2014-06-15,iPhone,2014-01-21,0.0,2,True,0.0,0
7.17,4.5,3.1,1.0,Winterfell,2014-06-30,iPhone,2014-01-27,0.0,0,True,91.7,1
3.53,5.0,5.0,1.0,Astapor,2014-01-10,Android,2014-01-09,0.0,1,False,100.0,0
3.11,4.7,4.9,1.12,King's Landing,2014-07-01,iPhone,2014-01-17,26.7,6,True,66.7,1
18.0,5.0,4.6015592912744685,1.0,Winterfell,2014-05-04,Android,2014-01-19,0.0,0,False,0.0,0
3.38,5.0,4.6015592912744685,1.0,Astapor,2014-03-16,iPhone,2014-01-29,0.0,0,True,0.0,0
14.13,4.3,5.0,1.0,Astapor,2014-04-25,iPhone,2014-01-31,0.0,0,True,100.0,0
3.97,5.0,4.5,1.0,Winterfell,2014-06-25,iPhone,2014-01-25,0.0,1,True,33.3,1
2.37,4.3,3.4,1.0,Astapor,2014-04-29,iPhone,2014-01-21,0.0,1,True,100.0,0
6.42,4.9,3.8,1.0,Winterfell,2014-03-15,iPhone,2014-01-24,0.0,2,True,75.0,0
1.44,5.0,4.6015592912744685,1.0,Astapor,2014-05-04,iPhone,2014-01-11,0.0,0,True,0.0,0
2.92,4.7,4.0,1.12,Winterfell,2014-06-29,iPhone,2014-01-07,15.9,16,False,71.6,1
11.59,5.0,3.0,1.0,Winterfell,2014-06-26,iPhone,2014-01-28,0.0,0,False,100.0,0
2.76,5.0,4.6015592912744685,1.0,Astapor,2014-05-18,iPhone,2014-01-24,0.0,0,False,50.0,0
3.07,4.7,4.9,1.16,King's Landing,2014-06-23,iPhone,2014-01-18,15.8,9,False,42.1,1
3.07,5.0,5.0,1.0,King's Landing,2014-01-04,iPhone,2014-01-03,0.0,1,False,100.0,0
2.11,5.0,4.6015592912744685,1.1,King's Landing,2014-06-29,Android,2014-01-26,40.0,4,True,40.0,1
2.02,4.8,4.8,1.15,King's Landing,2014-06-22,iPhone,2014-01-17,27.8,0,False,50.0,1
3.24,4.4,4.2,1.0,Winterfell,2014-06-18,Android,2014-01-16,0.0,4,True,71.4,1
14.35,5.0,4.6015592912744685,1.0,King's Landing,2014-06-09,iPhone,2014-01-18,0.0,1,False,100.0,0
17.55,5.0,4.6015592912744685,1.0,Winterfell,2014-05-29,Android,2014-01-29,0.0,0,True,100.0,0
3.96,5.0,4.9,1.0,Astapor,2014-04-05,iPhone,2014-01-23,0.0,4,False,62.5,0
18.09,5.0,5.0,1.0,Winterfell,2014-05-27,Android,2014-01-14,0.0,1,True,100.0,0
2.06,4.7,4.9,1.01,Astapor,2014-06-27,iPhone,2014-01-03,2.2,11,True,84.1,1
5.12,4.6,4.3,1.09,Winterfell,2014-06-25,iPhone,2014-01-17,9.1,2,True,72.7,1
13.43,4.5,4.5,1.0,Winterfell,2014-01-23,iPhone,2014-01-21,0.0,2,False,100.0,0
1.46,5.0,4.6015592912744685,1.0,Winterfell,2014-02-12,iPhone,2014-01-23,0.0,1,False,100.0,0
9.94,5.0,4.7,1.09,Winterfell,2014-03-12,Android,2014-01-25,12.5,5,False,50.0,0
2.44,4.5,4.6,1.02,Winterfell,2014-06-26,iPhone,2014-01-06,4.5,4,False,59.1,1
3.34,4.0,4.6015592912744685,1.0,Astapor,2014-06-19,Android,2014-01-04,0.0,2,True,57.1,1
1.38,5.0,5.0,1.0,Astapor,2014-02-27,iPhone,2014-01-18,0.0,0,True,100.0,0
2.02,5.0,5.0,1.0,Astapor,2014-04-25,iPhone,2014-01-30,0.0,0,False,33.3,0
0.0,4.0,4.6015592912744685,1.0,Winterfell,2014-02-15,iPhone,2014-01-11,0.0,0,False,0.0,0
5.89,4.0,4.0,1.0,Winterfell,2014-01-24,Android,2014-01-11,0.0,2,False,50.0,0
2.7,4.9,5.0,1.07,Winterfell,2014-03-20,Android,2014-01-30,13.6,10,True,63.6,0
14.92,5.0,4.6015592912744685,1.0,Winterfell,2014-01-02,iPhone,2014-01-02,0.0,1,False,100.0,0
10.1,4.9,5.0,1.04,Astapor,2014-06-03,iPhone,2014-01-09,14.3,4,True,57.1,0
3.82,5.0,4.6,1.09,Winterfell,2014-06-21,Android,2014-01-20,9.1,0,True,27.3,1
3.09,4.3,4.8,1.0,Winterfell,2014-05-03,Android,2014-01-31,0.0,2,False,50.0,0
3.9,5.0,3.5,1.08,Astapor,2014-03-23,iPhone,2014-01-17,33.3,0,False,66.7,0
15.15,3.0,5.0,1.0,Winterfell,2014-06-10,iPhone,2014-01-30,0.0,0,False,100.0,0
5.03,4.4,5.0,1.0,Winterfell,2014-04-04,Android,2014-01-17,0.0,1,False,60.0,0
9.92,5.0,4.6015592912744685,1.0,King's Landing,2014-07-01,iPhone,2014-01-29,0.0,0,True,100.0,1
11.17,5.0,5.0,1.0,Winterfell,2014-06-21,iPhone,2014-01-31,0.0,0,True,50.0,0
7.15,5.0,5.0,1.0,Winterfell,2014-05-31,Android,2014-01-02,0.0,0,False,100.0,0
1.69,4.0,5.0,1.25,Winterfell,2014-01-20,iPhone,2014-01-19,50.0,2,False,0.0,0
7.17,5.0,5.0,1.0,Astapor,2014-05-30,Android,2014-01-13,0.0,1,True,50.0,0
2.67,5.0,4.7,1.05,Winterfell,2014-06-07,Android,2014-01-04,20.0,2,False,60.0,1
3.98,4.8,5.0,1.0,Winterfell,2014-06-15,iPhone,2014-01-22,0.0,1,False,50.0,0
4.09,5.0,4.6015592912744685,1.0,Astapor,2014-01-24,Android,2014-01-21,0.0,1,True,100.0,0
9.57,5.0,5.0,1.0,Winterfell,2014-04-27,Android,2014-01-22,0.0,0,False,0.0,0
16.29,5.0,5.0,1.0,King's Landing,2014-01-10,iPhone,2014-01-09,0.0,2,True,100.0,0
2.4,5.0,4.5,1.0,Winterfell,2014-06-30,iPhone,2014-01-14,0.0,4,False,87.5,1
3.76,4.0,4.6015592912744685,1.0,Astapor,2014-01-11,Android,2014-01-10,0.0,1,True,100.0,0
1.09,4.3,4.6015592912744685,1.0,Winterfell,2014-06-20,Android,2014-01-19,0.0,1,True,100.0,1
3.95,5.0,4.6015592912744685,1.0,Winterfell,2014-04-25,Android,2014-01-16,0.0,1,True,66.7,0
2.84,4.8,3.8,1.06,Astapor,2014-06-24,iPhone,2014-01-11,8.3,2,True,58.3,1
2.03,5.0,5.0,1.0,Winterfell,2014-03-16,iPhone,2014-01-05,0.0,0,False,0.0,0
17.93,5.0,4.6015592912744685,1.0,Astapor,2014-01-05,iPhone,2014-01-01,0.0,1,False,0.0,0
2.84,4.7,5.0,1.03,King's Landing,2014-06-29,iPhone,2014-01-11,9.1,2,False,45.5,1
2.95,4.9,4.8,1.22,Astapor,2014-06-20,iPhone,2014-01-24,11.8,7,True,29.4,0
1.38,5.0,5.0,1.0,Winterfell,2014-01-22,iPhone,2014-01-18,0.0,2,False,50.0,0
4.8,4.7,4.7,1.03,Winterfell,2014-06-30,iPhone,2014-01-24,1.5,14,False,62.1,1
2.41,4.8,4.2,1.08,King's Landing,2014-06-14,Android,2014-01-09,15.4,0,False,92.3,1
3.63,4.7,4.6015592912744685,1.0,Winterfell,2014-03-22,Android,2014-01-04,0.0,1,True,0.0,0
1.92,5.0,5.0,1.13,Astapor,2014-01-19,iPhone,2014-01-18,50.0,2,False,0.0,0
5.05,5.0,5.0,1.0,Winterfell,2014-03-06,Android,2014-01-22,0.0,0,False,100.0,0
2.19,4.8,4.9,1.25,Astapor,2014-06-29,iPhone,2014-01-14,26.0,6,True,79.2,1
15.66,5.0,5.0,1.0,Winterfell,2014-02-23,Android,2014-01-21,0.0,1,True,50.0,0
2.17,5.0,3.0,1.0,Winterfell,2014-03-23,iPhone,2014-01-06,0.0,0,False,33.3,0
1.81,4.5,5.0,1.0,Astapor,2014-06-20,iPhone,2014-01-30,0.0,0,True,100.0,0
1.57,5.0,4.3,1.17,King's Landing,2014-06-08,iPhone,2014-01-19,16.7,0,False,50.0,0
4.31,4.7,4.5,1.0,Winterfell,2014-06-30,iPhone,2014-01-02,0.0,3,True,75.0,1
3.56,5.0,5.0,1.0,Astapor,2014-01-26,Android,2014-01-25,0.0,1,False,0.0,0
2.51,4.0,5.0,1.0,King's Landing,2014-01-26,iPhone,2014-01-24,0.0,3,False,0.0,0
7.37,4.8,5.0,1.0,Winterfell,2014-06-04,Android,2014-01-25,0.0,1,True,64.3,0
6.8,4.8,4.5,1.0,Winterfell,2014-06-29,iPhone,2014-01-10,0.0,0,True,46.2,1
3.32,4.5,5.0,1.0,Astapor,2014-05-19,iPhone,2014-01-27,0.0,0,False,0.0,0
3.37,5.0,5.0,1.0,King's Landing,2014-03-27,Android,2014-01-24,0.0,0,False,100.0,0
1.65,5.0,4.6015592912744685,1.0,Astapor,2014-02-23,iPhone,2014-01-29,0.0,2,False,50.0,0
2.39,3.5,4.0,1.0,Winterfell,2014-03-01,iPhone,2014-01-17,0.0,0,False,0.0,0
13.1,5.0,5.0,1.0,Winterfell,2014-06-14,iPhone,2014-01-07,0.0,0,False,100.0,1
4.06,4.9,4.8,1.02,King's Landing,2014-05-24,iPhone,2014-01-30,9.5,5,False,90.5,0
0.72,5.0,5.0,1.0,Astapor,2014-04-26,iPhone,2014-01-19,0.0,0,True,100.0,0
3.2,4.0,4.0,1.0,King's Landing,2014-06-22,iPhone,2014-01-26,0.0,1,True,0.0,0
4.61,5.0,5.0,1.02,King's Landing,2014-06-30,iPhone,2014-01-26,7.5,4,True,45.0,1
7.47,5.0,3.0,1.0,Winterfell,2014-06-30,iPhone,2014-01-30,0.0,0,False,100.0,1
4.1,4.7,4.3,1.3,Astapor,2014-06-19,iPhone,2014-01-24,21.1,3,False,57.9,0
6.39,5.0,4.0,1.0,Astapor,2014-06-29,iPhone,2014-01-27,0.0,4,True,0.0,1
3.37,4.9,5.0,1.0,Astapor,2014-05-04,Android,2014-01-12,0.0,4,False,14.3,0
4.0,5.0,4.6,1.0,Astapor,2014-06-07,iPhone,2014-01-24,0.0,0,True,83.3,0
5.69,5.0,3.0,1.0,Astapor,2014-01-25,Android,2014-01-25,0.0,1,False,0.0,0
5.66,5.0,4.6015592912744685,1.0,Winterfell,2014-05-30,Android,2014-01-26,0.0,0,False,100.0,0
5.17,4.7,3.0,1.0,Winterfell,2014-05-30,iPhone,2014-01-20,0.0,2,False,100.0,0
31.88,5.0,4.5,1.0,Winterfell,2014-01-04,iPhone,2014-01-02,0.0,2,True,100.0,0
8.83,5.0,5.0,1.0,Winterfell,2014-06-21,Android,2014-01-30,0.0,2,False,0.0,0
5.6,5.0,5.0,1.22,King's Landing,2014-06-29,iPhone,2014-01-18,30.2,6,True,46.5,1
3.7,4.0,5.0,1.0,Astapor,2014-03-09,Android,2014-01-27,0.0,0,False,0.0,0
9.24,4.8,4.3,1.38,Winterfell,2014-01-08,iPhone,2014-01-06,25.0,4,False,100.0,0
2.36,5.0,5.0,1.0,Winterfell,2014-01-02,iPhone,2014-01-01,0.0,1,False,100.0,0
3.88,5.0,5.0,1.0,Winterfell,2014-05-23,Android,2014-01-07,0.0,2,False,75.0,0
24.28,5.0,4.6015592912744685,1.0,King's Landing,2014-03-30,iPhone,2014-01-02,0.0,0,False,0.0,0
7.37,5.0,4.7,1.0,Winterfell,2014-06-05,iPhone,2014-01-24,0.0,1,False,33.3,0
4.51,5.0,5.0,1.0,Astapor,2014-01-23,iPhone,2014-01-23,0.0,1,False,100.0,0
6.6,5.0,4.6015592912744685,1.0,Winterfell,2014-02-14,Android,2014-01-20,0.0,2,False,50.0,0
1.18,5.0,5.0,1.1,King's Landing,2014-04-05,iPhone,2014-01-04,20.0,0,False,100.0,0
1.56,5.0,5.0,1.0,Winterfell,2014-02-03,Android,2014-01-16,0.0,1,False,100.0,0
2.27,4.9,4.4,1.18,Winterfell,2014-06-19,iPhone,2014-01-03,35.3,2,True,47.1,1
2.92,4.9,4.0,1.03,Winterfell,2014-05-22,iPhone,2014-01-24,12.5,2,True,62.5,0
9.15,5.0,5.0,1.0,Winterfell,2014-04-06,iPhone,2014-01-30,0.0,1,False,50.0,0
5.12,5.0,5.0,1.0,Winterfell,2014-01-25,Android,2014-01-25,0.0,1,False,0.0,0
6.35,4.8,4.9,1.0,Winterfell,2014-06-28,iPhone,2014-01-04,0.0,15,False,88.5,1
5.62,5.0,4.1,1.0,Winterfell,2014-06-21,iPhone,2014-01-02,0.0,3,True,81.3,1
3.79,4.7,4.9,1.0,Astapor,2014-05-31,iPhone,2014-01-24,0.0,2,True,61.1,0
5.48,4.4,5.0,1.0,Winterfell,2014-05-31,iPhone,2014-01-23,0.0,2,True,57.1,0
4.66,4.5,4.2,1.27,Winterfell,2014-04-12,iPhone,2014-01-11,10.0,3,True,20.0,0
3.06,4.7,4.9,1.21,Winterfell,2014-06-22,iPhone,2014-01-18,21.4,3,False,35.7,1
6.89,5.0,5.0,1.0,Winterfell,2014-01-04,Android,2014-01-03,0.0,1,False,100.0,0
1.34,2.0,4.6015592912744685,1.0,Astapor,2014-04-23,iPhone,2014-01-28,0.0,0,False,100.0,0
3.94,5.0,5.0,1.0,Winterfell,2014-01-19,Android,2014-01-14,0.0,4,False,75.0,0
2.89,5.0,4.7,1.0,Winterfell,2014-06-27,iPhone,2014-01-04,0.0,0,False,83.3,1
2.9,4.6,4.4,1.43,Winterfell,2014-06-28,iPhone,2014-01-31,28.2,9,True,48.7,0
14.5,5.0,4.6015592912744685,1.0,King's Landing,2014-01-21,iPhone,2014-01-20,0.0,1,False,100.0,0
5.96,4.9,5.0,1.12,Winterfell,2014-06-25,Android,2014-01-24,21.1,2,False,89.5,1
4.55,4.7,5.0,1.0,Astapor,2014-05-29,iPhone,2014-01-11,0.0,1,False,57.1,0
1.7,5.0,5.0,1.0,King's Landing,2014-06-27,Android,2014-01-08,0.0,2,True,100.0,1
1.75,5.0,5.0,1.0,King's Landing,2014-06-30,Android,2014-01-19,0.0,0,False,0.0,1
10.52,5.0,4.6015592912744685,1.0,King's Landing,2014-05-13,iPhone,2014-01-10,0.0,0,False,100.0,0
16.86,5.0,5.0,1.0,Winterfell,2014-01-18,iPhone,2014-01-17,0.0,1,False,0.0,0
3.17,5.0,4.7,1.0,Winterfell,2014-06-14,iPhone,2014-01-14,0.0,2,True,71.4,1
2.99,5.0,4.0,2.42,Winterfell,2014-06-29,iPhone,2014-01-25,66.7,0,False,0.0,1
3.59,4.0,4.6015592912744685,1.0,Winterfell,2014-02-01,iPhone,2014-01-31,0.0,1,False,100.0,0
9.27,5.0,5.0,1.0,Astapor,2014-02-17,Android,2014-01-17,0.0,1,False,50.0,0
4.01,4.7,5.0,1.13,Astapor,2014-06-28,iPhone,2014-01-05,20.0,2,True,50.0,1
2.04,5.0,4.5,1.0,Winterfell,2014-04-04,iPhone,2014-01-25,0.0,1,False,50.0,0
3.2,4.8,5.0,1.0,Astapor,2014-06-28,iPhone,2014-01-11,0.0,2,True,53.8,1
2.23,5.0,5.0,1.0,Winterfell,2014-02-04,iPhone,2014-01-09,0.0,3,False,33.3,0
4.28,4.0,4.6015592912744685,1.0,Winterfell,2014-02-01,Android,2014-01-31,0.0,1,False,100.0,0
0.59,5.0,5.0,1.13,King's Landing,2014-05-23,iPhone,2014-01-09,50.0,1,False,100.0,0
2.49,4.6,4.5,1.1,King's Landing,2014-06-24,iPhone,2014-01-05,20.0,2,False,80.0,1
1.81,5.0,5.0,1.0,Winterfell,2014-03-15,iPhone,2014-01-19,0.0,4,True,40.0,0
6.99,4.7,3.0,1.0,Astapor,2014-03-27,iPhone,2014-01-05,0.0,0,False,100.0,0
1.75,5.0,4.4,1.0,Astapor,2014-04-27,iPhone,2014-01-25,0.0,0,False,0.0,0
3.76,5.0,5.0,1.0,Astapor,2014-01-30,iPhone,2014-01-29,0.0,1,False,100.0,0
14.92,5.0,5.0,1.0,Astapor,2014-05-27,iPhone,2014-01-07,0.0,0,False,100.0,0
4.78,5.0,4.9,1.25,Winterfell,2014-01-21,iPhone,2014-01-17,33.3,12,True,50.0,0
4.4,5.0,5.0,1.1,Astapor,2014-06-01,iPhone,2014-01-25,20.0,1,True,20.0,0
4.67,4.9,4.8,1.03,Winterfell,2014-06-30,iPhone,2014-01-23,6.0,7,False,76.1,1
5.88,5.0,5.0,1.0,Winterfell,2014-04-05,Android,2014-01-17,0.0,3,True,66.7,0
7.04,4.6,3.0,1.02,Winterfell,2014-05-04,iPhone,2014-01-25,1.4,28,True,40.3,0
1.81,5.0,4.6015592912744685,1.0,Astapor,2014-01-01,iPhone,2014-01-01,0.0,1,False,100.0,0
4.93,5.0,5.0,1.0,Astapor,2014-02-16,iPhone,2014-01-23,0.0,1,False,0.0,0
4.82,5.0,5.0,1.0,King's Landing,2014-06-24,iPhone,2014-01-11,0.0,0,False,33.3,1
14.62,5.0,4.6015592912744685,1.0,Winterfell,2014-04-29,iPhone,2014-01-27,0.0,0,False,100.0,0
7.03,5.0,5.0,1.0,Winterfell,2014-01-28,iPhone,2014-01-27,0.0,1,False,100.0,0
3.39,5.0,4.0,1.0,Astapor,2014-01-12,Android,2014-01-11,0.0,1,True,0.0,0
1.15,4.5,4.3,1.0,Winterfell,2014-05-07,iPhone,2014-01-25,0.0,2,False,75.0,0
1.77,4.3,4.4,1.0,King's Landing,2014-02-08,iPhone,2014-01-29,0.0,6,False,66.7,0
5.22,5.0,5.0,1.0,Astapor,2014-01-18,iPhone,2014-01-18,0.0,1,False,0.0,0
13.76,5.0,4.6015592912744685,1.0,Winterfell,2014-06-29,iPhone,2014-01-09,0.0,0,False,0.0,1
2.0,4.5,4.3,1.02,Astapor,2014-06-28,iPhone,2014-01-02,9.1,2,False,27.3,1
12.28,5.0,4.6015592912744685,1.0,Astapor,2014-05-23,iPhone,2014-01-23,0.0,0,False,100.0,0
2.05,5.0,4.6015592912744685,1.0,Winterfell,2014-01-25,iPhone,2014-01-24,0.0,1,True,100.0,0
16.78,4.8,4.7,1.0,Winterfell,2014-06-27,Android,2014-01-25,0.0,1,False,75.0,1
3.0,4.7,5.0,1.0,Winterfell,2014-05-04,iPhone,2014-01-23,0.0,0,False,33.3,0
1.55,5.0,4.5,1.08,Winterfell,2014-02-22,iPhone,2014-01-25,33.3,3,False,33.3,0
2.52,5.0,5.0,1.06,King's Landing,2014-06-30,iPhone,2014-01-05,25.0,1,False,66.7,1
5.68,5.0,5.0,1.04,Astapor,2014-05-23,iPhone,2014-01-06,7.1,3,False,100.0,0
14.09,5.0,4.6015592912744685,1.0,Winterfell,2014-01-21,Android,2014-01-21,0.0,1,True,100.0,0
20.62,5.0,5.0,1.0,Astapor,2014-01-13,Android,2014-01-12,0.0,2,False,100.0,0
4.86,5.0,5.0,1.0,Astapor,2014-04-06,Android,2014-01-25,0.0,0,False,50.0,0
2.74,5.0,4.7,1.0,Winterfell,2014-02-23,iPhone,2014-01-05,0.0,1,False,0.0,0
0.96,5.0,5.0,1.0,Winterfell,2014-01-19,Android,2014-01-18,0.0,1,True,0.0,0
1.21,4.0,5.0,1.0,King's Landing,2014-03-22,iPhone,2014-01-01,0.0,1,True,25.0,0
7.23,5.0,4.6015592912744685,1.5,King's Landing,2014-06-29,iPhone,2014-01-15,50.0,1,False,50.0,1
6.23,4.6,5.0,1.07,Astapor,2014-06-23,iPhone,2014-01-27,8.3,6,True,83.3,0
4.03,5.0,3.9,1.16,King's Landing,2014-06-14,iPhone,2014-01-19,26.1,3,True,26.1,0
5.48,5.0,5.0,1.0,Winterfell,2014-01-07,iPhone,2014-01-07,0.0,1,False,100.0,0
1.81,5.0,5.0,1.0,Astapor,2014-06-13,iPhone,2014-01-11,0.0,0,True,100.0,1
23.26,5.0,3.5,1.0,Astapor,2014-06-26,Android,2014-01-09,0.0,0,True,66.7,1
5.65,5.0,4.6015592912744685,1.0,Astapor,2014-01-18,Android,2014-01-17,0.0,1,False,0.0,0
3.06,4.9,4.3,1.18,Astapor,2014-05-20,iPhone,2014-01-10,28.6,4,False,85.7,0
20.39,5.0,5.0,1.0,Winterfell,2014-02-12,iPhone,2014-01-10,0.0,0,False,100.0,0
7.0,5.0,4.8,1.0,Winterfell,2014-06-16,iPhone,2014-01-30,0.0,0,False,37.5,0
2.57,4.5,5.0,1.07,King's Landing,2014-06-28,iPhone,2014-01-18,16.3,4,True,85.7,1
1.31,5.0,5.0,1.0,Winterfell,2014-01-05,iPhone,2014-01-04,0.0,2,True,0.0,0
4.89,5.0,4.6015592912744685,1.5,Winterfell,2014-04-10,iPhone,2014-01-26,50.0,0,False,50.0,0
5.12,5.0,5.0,1.0,Astapor,2014-03-11,iPhone,2014-01-22,0.0,3,False,75.0,0
8.65,5.0,5.0,1.0,King's Landing,2014-06-11,Android,2014-01-19,0.0,1,False,100.0,0
5.41,5.0,5.0,1.92,Winterfell,2014-06-04,iPhone,2014-01-09,33.3,0,False,100.0,0
3.63,4.5,5.0,1.0,Winterfell,2014-06-03,iPhone,2014-01-27,0.0,0,False,75.0,0
3.03,4.8,4.9,1.06,King's Landing,2014-06-13,iPhone,2014-01-11,12.5,2,False,75.0,1
3.02,4.7,5.0,1.0,King's Landing,2014-06-29,iPhone,2014-01-17,0.0,5,False,30.8,1
1.41,5.0,5.0,1.0,Astapor,2014-02-22,Android,2014-01-18,0.0,1,False,50.0,0
4.79,5.0,5.0,1.04,Winterfell,2014-05-31,iPhone,2014-01-18,16.7,1,False,66.7,0
18.55,5.0,4.6015592912744685,1.0,Winterfell,2014-01-29,Android,2014-01-27,0.0,1,False,100.0,0
5.94,4.8,4.0,1.0,Winterfell,2014-06-21,iPhone,2014-01-04,0.0,1,False,25.0,1
25.18,5.0,4.6015592912744685,1.0,Astapor,2014-03-30,iPhone,2014-01-24,0.0,0,False,50.0,0
14.55,5.0,4.6015592912744685,1.0,Astapor,2014-01-19,Android,2014-01-19,0.0,1,True,0.0,0
2.54,4.5,5.0,1.0,Astapor,2014-06-08,iPhone,2014-01-25,0.0,0,False,33.3,0
